CLUE,ANS,POS
Noctambulist ,sleepwalker,3
One who compensates (another) for harm or loss ,indemnifier,6
Man-made jet of water ,fountain,1
T; Argentinian dance ,tango,1
Disobey ,defy,1
S. African mongoose ,meerkat,2
Supporter or fan ,admirer,1
Those giving a party,hosts,1
Season ,spring,1
Go away ,depart,1
Scurry -- iconic small car ,beetle,1
Police rank ,superintendent,8
Radioactive metallic element ,radium,5
Fortress,castle,4
Extreme fear ,terror,1
Defame falsely,libel,2
Stops ,ceases,2
Cut down on ,reduce,1
Water round a castle,moat,1
Weep ,cry,2
Busy insects ,ants,1
Bird (of peace?) ,dove,1
Obstinate quadruped,mule,1
