CLUE,ANS,POS,FOUND IN
Reproductive cells,ova,3,Ova (in females)
Adult swine ,hog,3,Hoglet
Flaming ,blazing,3,Blazing hot
Latent ability,potential,6,Unexpressed potential
Furtiveness ,stealth,1,Stealthy
Band of colours in the rainbow ,spectrum,1,Color spectrum
Having put down roots,settled,3,Settled in
Son or daughter ,child,7,Ancestor'e child
Secured - buckled ,fastened,1,Fastened tightly
New Zealand bird ,kiwi,1,"Kiwi (not only the literal flightless bird, but also a colloquial term for inhabitants)"
(Make) a rattling noise ,clatter,2,Clattering
Church bench ,pew,1,Pew seating
Strong cord ,rope,6,Durable rope
