CLUE,ANS,POS
Choke ,throttle,4
Calculate approximately ,estimate,3
Stay on ,remain,3
Sway on the brink,teeter,1
Hungarian stew ,goulash,1
Breastbone ,sternum,1
Frustrated and foiled ,thwarted,2
Aperture or opportunity ,opening,1
Wooden hammer ,mallet,1
Crown or headband as sign of sovereignty ,diadem,2
"Fabric, material ",textile,2
Put up with ,tolerate,1
Slightly drunk ,tipsy,1
Distance from equator measured in degrees ,latitude,1
"Plant, avens ",geum,1
Fluid collected by bees ,nectar,1
Good enough ,adequate,7
South American river ,amazon,1
Old ,ancient,2
