CLUE,ANS,POS,FOUND IN
Suitable ,fit,2,Fit for purpose
Beer manufacturer ,brewer,3,Microbrewery
US state ,illinois,16,Illinois: A diverse state featuring both urban centers and rural communities; some residents might face difficulties in accessing sufficient nutrition due to various factors contributing to hunger.
Travel instantly (sci-fi) ,teleport,1,Teleportation
Woven from wool ,knitted,1,Sheepishly knitted
Narrow passage in sea ,strait,2,Tight strait
Marry ,wed,1,Wedded bliss
Enthusiastic praise ,acclaim,20,Exuberant acclaim
West African river ,gambia,3,Gambia River
Commerce ,trade,1,"Trade: The exchange or purchase of goods, services, and commodities between businesses or individuals."
Craft or container ,vessel,1,Holding vessel
