CLUE,ANS,POS,FOUND IN
Efficient conductor ,transmission line,4,"Aluminum - A lightweight and cost-effective metal with good electrical conductivity, often used in power transmission lines and electronics."
Popeye's nemesis,bluto,1,"Bluto (official name: Brutus) - A character who is frequently at odds with Popeye in cartoon series, often portrayed as his rival and enemy."
Separate the wheat from the chaff ,winnow,14,Winnowing
Sleep-like state ,trance,1,"Hypnosis - A trance-like state induced for therapeutic purposes, often involving deep relaxation and heightened suggestibility similar to sleep."
Period (of enchantment?),spell,5,Spellbound
1987 Best Actress Oscar winner for 'Moonstruck' ,cher,1,"Cher (Actress) - Won Best Actress in 1987 for her role as Rose Castorini in ""Moonstruck""."
Kind of ferry ,ro-ro,4,Ro-ro Ferry (Roll on/Roll off)
Assassinated US president ,kennedy,21,Kennedy—is widely acknowledged as having been assassinated in office by Lee Harvey Oswald (although other theories exist)
Oriental two-wheeled carriage,rickshaw,1,"Rickshaw - A small, open-air vehicle for hire, traditionally pulled by a person on foot."
"Cringing, fawning ",servile,15,Dutifully servile
Statement of money owed,invoice,11,Interest invoice
Playing card; sailor ,jack,1,"Jack - A playing card, often associated with naval themes in various games and literature"
Swimming stroke ,crawl,19,"Turtle crawl (a slow, relaxed swim style)"
Sacred beetle ,scarab,1,"Scarab - An ancient, sacred insect revered by various cultures worldwide for its symbolism and significance in their mythology."
In favour of ,pro,1,Proponent
Push lips out as sign of annoyance ,pout,8,"Pout - Typically refers to a childlike display of annoyance by protruding the lower lip, but can imply mouth tightening as well."
Small mark ,dot,5,"Dot - A round, small mark made with a point or dotting implement, typically used for decorative purposes."
