CLUE,ANS,POS,FOUND IN
Flight of steps ,stairs,6,Landings (platforms between flights of stairs)
Addressed God ,prayed,1,Prayed-to
Clock face ,dial,1,Dials
Discover ,find,3,Find out
"From Naples, perhaps",italian,2,Spaghetti (Italian cuisine from Naples region)
Appends,adds,2,Adds-on
Strange oranges for the wild asses ,onagers,19,Outlandish citrus for onagers (another term for wild asses)
Bush ,shrub,6,Shrubbery
Woman with status - girl with bad manners,madam,2,Madam Rudeness
Climb ,ascent,1,Ascentionally inclined
