CLUE,ANS,POS
Cowboys' contest ,rodeo,1
Lacking knowledge or awareness ,ignorant,1
Prejudice ,bias,1
Gift ,donation,3
It's used in jam-making ,pectin,1
Period ,era,1
"Rural, countrified ",rustic,5
Collected in one place ,assembled,4
Study of human and animal behaviour ,psychology,1
Very small ,microscopic,5
Fastener; propeller ,screw,3
Member of a Bantu people living in Zimbabwe ,shona,1
Repository for objects of historical interest ,museum,1
Withdraw former statement or belief ,recant,2
Mexican monetary unit,peso,1
Annual ,yearly,1
"Another name for Dionysus, Greek god of drink ",bacchus,1
