CLUE,ANS,POS,FOUND IN
Temporary residence ,stay,8,Hostel stay
Something left out ,omission,8,Unintentional omission
Fruit (that can be split?) ,banana,3,Banana (commonly cut in half lengthwise)
Appealingly fanciful ,whimsical,1,Whimsically creative
The process of adding carbon dioxide to liquid under pressure ,aeration,16,Beverage aeration (if referring to natural processes)
Mother-of-pearl ,nacre,1,Nacreous interior
Bring in from abroad ,import,1,Imported
Very tactful person ,diplomat,1,Diplomatic
Off-white ,cream,1,Creamy white
Aiding ,helping,2,Helping hand
Pyramids location ,giza,1,"Giza, Egypt"
Short period of relief ,respite,2,Brief respite
Self-assured and positive ,assertive,2,Assertive stance
Causing laughter ,comic,4,Comical
