CLUE,ANS,POS
Cowboy film ,western,1
Giver ,donor,1
City on the Tigris,mosul,2
Male bird ,cock,2
'Beauty is in the eye of the . . . . . . . .' ,beholder,1
Largest city in Nebraska ,omaha,1
Last or final in a process ,ultimate,3
- - dish (science) ,petri,1
Fermented honey drink ,mead,1
It is better than cure,prevention,17
Merchant ,dealer,7
Hebridean island ,islay,14
Made a gift to ,presented,4
Route ,road,5
One qualified to check accounts,auditor,3
Shape of a spring ,spiral,4
"Concurred, assented ",agreed,1
Large boiling pot,cauldron,1
Ability; adequate income ,competence,5
Margin,edge,2
"Negligent, unconcerned",careless,2
Fifth of November ,bonfire night,4
