CLUE,ANS,POS,FOUND IN
State of being held prisoner ,captivity,12,Languishing in captivity
Waterhole; healthy ,well,4,Watershed - the area from which all the water flows to a particular river or body of water; metaphorically representing holistic well-being and healthy living environments.
Underneath ,below,15,Below ground level
Very black ,inky,9,Inky black
Allow ,let,5,"Let pass, especially in the context of legal restrictions being lifted"
Bring about; on time ,prompt,1,Initiate promptly
Dessert ,pudding,20,Mouthwatering pudding
Group of things that belong together ,set,1,"Coffee set: cup, saucer, sugar bowl"
Idle wanderer ,vagabond,12,Relaxed vagabond
Gesture expressing unconcern,shrug,12,Casual shoulder shrug: raising both shoulders to indicate a lack of interest in the topic
Sports or entertainment venue ,arena,4,Arenas
(Chemical used in production of) clear film,acetate,7,Cellulose acetate film (transparent cellulose formulation)
