CLUE,ANS,POS,FOUND IN
Sudden emotional speech ,outburst,13,Unanticipated outburst
This sauce often goes with fish ,tartar,1,Tartar sauce
Covered with trees ,wooded,10,Thickly wooded
Infallible authority ,oracle,7,Perfect oracle
First-footing time ,new year,1,New Year's Eve guest
Climbing plant ,clematis,24,Poranthera indica (Indian clematis)
Barrier lifted when race begins ,starting gate,15,Starting gate opened
Stormy ,blustery,16,Blustery and tumultuous
Vanity Fair author ,thackeray,1,William Makepeace Thackeray
South Indian people or language ,tamil,1,Tamilians
Increase by 100%,double,1,Doubled amount
Senior ,elder,1,Elderly
