CLUE,ANS,POS
Infantile,babyish,9
Zodiac sign ,aquarius,11
Relating to artistic writing ,literary,8
Window in  a roof ,skylight,1
Be at odds,disagree,1
Breed of antelope ,impala,7
Harbinger ,herald,5
Loss of memory ,amnesia,2
A wine of the best grade ,grand cru,3
Steak type ,t-bone,2
Seat of a monarch ,throne,1
Member of police force ,officer,1
Storage surfaces ,shelves,1
Spotless ,immaculate,2
Arrangement ,set up,14
Magnificent ,superb,2
Object of excessive adoration ,idol,1
Impetuous ,rash,2
Complete outfit - group of musicians,ensemble,3
Chirp ,peep,4
Strive - proceed with difficulty,struggle,1
