CLUE,ANS,POS
Conspire - small piece of land,plot,12
Illness,ailment,8
U2 guitarist ,edge,1
Former name of Ho Chi Minh City ,saigon,1
"Beethoven or Mozart, say ",composer,1
Volcanic matter ,lava,1
- - Bevan (NHS pioneer) ,nye,2
Naval rank ,admiral,1
One-humped camel ,dromedary,2
An informal friend ,pal,2
Bowl-shaped vessel ,basin,7
Round Table king ,arthur,1
Highest part; coin ,crown,4
Two-masted sailing vessel ,ketch,1
Distinctive air or emanation,aura,6
Put on clothes ,dress,4
