CLUE,ANS,POS
While on the contrary,whereas,13
"Father, P (radio comms.) ",papa,1
Say no to waste ,refuse,1
Baby frogs ,tadpoles,1
Having a material existence ,physical,6
"Bluntly, outspokenly",forthrightly,15
Tynesider ,geordie,1
Greek god of commerce and theft,hermes,1
European country ,sweden,12
"Repugnance, revulsion ",horror,6
Very funny ,hilarious,1
Stunned state ,daze,2
Pests such as rats ,vermin,2
Laugh (like a witch),cackle,1
Use again ,recycle,2
Craft or container ,vessel,1
Grossly overweight ,obese,1
Deviations from the normal or common,anomalies,1
Soft-hearted; romantic ,sentimental,15
Incorrect ,untrue,7
Somerset city ,wells,2
Lethal or fatal ,deadly,1
Wanderer ,nomad,1
Make less intellectual ,dumb down,2
Copy ,replica,3
Having no code of ethics ,amoral,1
River joining Bath with Bristol,avon,1
Foe,adversary,1
Undressed leather ,suede,1
"- Sackville-West, English writer ",vita,14
Outmoded ,dated,9
Fixed line in revolution ,axis,1
Carnage,slaughter,2
"Caution, warning ",caveat,3
People ,folk,7
Father ,sire,5
False; pretence ,sham,3
Greyish-white metal used in lamp filaments ,tungsten,1
"Protest mildly, show reluctance ",demur,3
Of spring ,vernal,9
Troubled -- disturbed ,agitated,1
Done consciously ,deliberate,18
Action punishable by law ,crime,3
Company emblem ,logo,1
Racquet game ,tennis,1
