CLUE,ANS,POS
Describes poorly groomed hair ,shaggy,2
Scruffy; unfair ,shabby,1
Green public spaces ,gardens,2
Discolorations or dirt marks ,stains,2
Greek god of the sea ,poseidon,1
TV motoring programme ,top gear,1
Circular ,round,1
"Requires, is in want of ",needs,1
Falsehood ,lie,1
Aperture ,window,6
Surpass ,excel,4
Unreal ,illusory,11
Fermented grape juice ,wine,1
Young woman entering society ,debutante,1
Birds of prey ,eagles,2
Agreement ,assent,6
Raised crease ,ridge,5
Hitchcock film ,the birds,6
Foe,enemy,2
