CLUE,ANS,POS,FOUND IN
Confess and permit entrance ,admit,1,Admit guilt
Sudden attack ,assault,1,Unexpected assault
"Disparage, put down ",decry,8,Decry disparaging remarks
"Feature, quality ",characteristic,1,Attributing characteristic
Seaweed ,kelp,9,Kelp forest dweller
Annoy - syringe ,needle,2,Needle prick
"Saccharin, for example",sweetener,1,Artificial sweetener
Order to be off the streets by a certain hour ,curfew,11,Early curfew
Ornamental candle holder ,sconce,6,Sconce cup
"Prefix meaning life, of living things ",bio,1,Biotic
Compartment for baking ,oven,1,Oven chamber
Paradise ,eden,1,Edenic
One hooked on something ,addict,1,Addicted
Fin on the back of a fish ,dorsal,6,Dorsal fin extension
Suntanning ,bronzing,16,Skin bronzing
It's linked to the Mediterranean by the Suez Canal ,red sea,6,Red Sea region
Travelled on foot ,walked,18,Messenger (traditionally walked long distances to deliver messages)
Taken without the owner's consent ,stolen,8,Stolen goods
Flaming ,blazing,1,Blazing hot
Latent ability,potential,4,Untapped potential
Furtiveness ,stealth,1,Stealthy
Band of colours in the rainbow ,spectrum,1,Color spectrum
Having put down roots,settled,3,Firmly settled
Son or daughter ,child,10,Grandchild
(Make) a rattling noise ,clatter,1,Clattering
Church bench ,pew,1,Pew seating
Motor vehicles for heavy goods ,lorries,6,Articulated lorries
Strong cord ,rope,1,Robust rope
