CLUE,ANS,POS
Viper ,adder,3
S African currency ,rand,1
Kenyan capital ,nairobi,1
Main tower of a castle ,keep,1
Andean beast of burden ,llama,1
"Fatuous, vacuous ",inane,3
Universe ,cosmos,1
Storyline or piece of land ,plot,9
Stadium,arena,1
Reproductive cells,ova,3
Indicator on score of musical rhythm ,time signature,5
Adult swine ,hog,1
"'Sadness, grief (6)' ",sorrow,1
Small hand tool used for gripping ,tweezers,13
"Informally, an eccentric or very strange person ",weirdo,2
Having no function ,useless,9
Of iron ,ferric,3
Temple of all the gods ,pantheon,2
Secured - buckled ,fastened,1
New Zealand bird ,kiwi,1
Peg for joining wood ,dowel,1
