CLUE,ANS,POS,FOUND IN
Cheroot ,cigar,1,Cigarette
The islands of eastern Oceania ,polynesia,1,Polynesian Islands
Wintry missile ,snowball,1,Snowball fight
Pampas cowboy ,gaucho,2,Gaucho herder
Caesar's year planner ,julian calendar,11,Julian calendar reform (beginning from 45 BC)
Small biting fly,midge,6,Midges
Bony outgrowths on the heads of some animals ,horns,3,Cornu ossis cochleae (cornua or horns on the cochlea's head)
Driving force ,impetus,3,Energizing impetus
Mankind ,human race,5,The human race
Depart; permission ,leave,2,Granted leave
Land once belonging to a nobleman,manor,2,Manorial land
Earnest request ,plea,2,Heartfelt plea
Fearful expectation ,dread,7,Anticipatory dread
