CLUE,ANS,POS
Ideal ,optimal,2
Cover for a gramophone record ,sleeve,1
Style popular in the 1920s and '30s ,art deco,1
Appends ,adds,1
Vertical parts of stairs ,risers,1
Ramshackle ,dilapidated,2
Disastrous ,catastrophic,1
Ovum ,egg,1
(Of duck) moving bill in water while feeding ,dabbling,1
Channel north of Isle of Wight ,solent,1
Five-cent coin (US) ,nickel,1
Delicate ornamental metalwork,filigree,1
Allowed to enter ,admitted,1
Word for word ,verbatim,1
Actor with non-speaking role ,extra,1
Tempting ,enticing,6
"Settled, found a solution ",resolved,1
Small stone ,pebble,1
Prohibitions buy custom or religion ,taboos,1
Science of speech sounds,phonetics,1
Walk arrogantly ,swagger,2
American region of religious fundamentalism ,bible belt,1
Animal with a sting in its tail ,scorpion,1
Balkan country,macedonia,6
Pacific islands region ,oceania,4
Dispensary ,pharmacy,1
Clarified butter used in Indian cooking ,ghee,1
Cited ,quoted,1
Boy ,lad,1
