CLUE,ANS,POS
Appear amused ,smile,2
Pig ,hog,1
Bills in restaurants ,tabs,2
"Whisk, blend ",stir,4
Cask ,tun,7
"Italian painter known for his scenes of Venice, d. 1768",canaletto,1
Transparent ,clear,1
"Excited, stimulated ",aroused,11
Surprise police visit ,raid,1
Utter a piercing cry,scream,1
Japanese dish ,sushi,1
A group of seven ,septet,6
"Notions, thoughts ",ideas,1
Resilient; lively ,bouncy,9
James Bond likes his martini this way ,shaken,1
Hand tool; proverb ,saw,11
Turn on the spot ,swivel,6
Hot curry ,madras,2
Pungent bulbs ,onions,2
Refined and graceful ,elegant,1
Operated a vehicle ,drove,1
Ancient Greek author of moral tales ,aesop,1
Rim ,edge,2
Patron saint who said 'Shoo!' to serpents ,patrick,3
Insurance payment,premium,1
"Mist, light fog ",haze,2
Supply base ,depot,2
Chart maker ,mapper,15
Wager ,bet,1
Tropical water-lily ,lotus,1
Not curds ,whey,1
Voice box ,larynx,1
Reddish purple,magenta,6
"Eg, the Tate ",gallery,2
Intended ,meant,1
Rower ,oarsman,12
