CLUE,ANS,POS,FOUND IN
Semi-precious variety of agate,onyx,16,Prase (similar to onyx but considered semi-precious)
Insect drawn to flame ,moth,17,"Bioluminescent creatures (specifically, some moths are attracted to flames due to their attraction to light)"
"Fake, sham ",pseudo,12,Pseudo-
Coniferous tree ,larch,10,"Larch (though deciduous, it is sometimes included in conifer lists)"
Model ,pattern,3,Dietary pattern analysis
Salt water expanse,ocean,1,Oceanic expanse
Stingy ,mean,9,Mean in giving
Unique designation in radio communications ,call sign,12,Call sign usage
Jewellery item ,stud,11,Stud earrings
Incendiarism ,arson,1,Arsonist
Detailed examination ,analysis,3,Comprehensive analysis
Precipitous ,steep,1,Steeply sloping
Unconscious state ,coma,12,Coma (intensive form)
He's not involved - just observing ,onlooker,9,Ardent onlooker (when observing without interference)
Colour of embarrassment? ,scarlet,7,Scarlet hue (as a metapranominal expression)
"Matter or concern, perhaps of the heart ",affair,5,Emotional affair
Accent ,emphasis,10,Involving an emphasis on sounds in speech
