CLUE,ANS,POS,FOUND IN
Ideal ,optimal,3,Optimal choice
Cover for a gramophone record ,sleeve,17,Record player accessory (cover or sleeve)
Style popular in the 1920s and '30s ,art deco,2,Art Deco design
Appends ,adds,1,"Supplementing the clue ""Left Hungry"" could be: ""Felt an empty stomach after skipping a meal,"" which adds contextual relevance by emphasizing the sensation associated with hunger and the act of not eating as a contributing factor to feeling left hungry."
Take part in contest,compete,8,Competer
Ovum ,egg,1,Egg cell
(Of duck) moving bill in water while feeding ,dabbling,5,Dabbling duck
Channel north of Isle of Wight ,solent,1,Solent region
Five-cent coin (US) ,nickel,1,Nickel piece
Delicate ornamental metalwork,filigree,4,Filigree design
Cricket practice ,net,17,Net bowler
Of the brain ,cerebral,3,Cerebral cortex
Word for word ,verbatim,2,Verbatim recitation
Tempting ,enticing,10,Fondly enticing
Care about the piece of land ,acre,13,Farmable acreage
"Diamonds, rubies, sapphires etc ",jewels,7,Sparkling jewels
Prohibitions buy custom or religion ,taboos,7,Ritual taboos
American region of religious fundamentalism ,bible belt,1,The Bible Belt
Balkan country,macedonia,7,Macedonia (now officially known as North Macedonia after resolving naming disputes)
Very strong wind ,gale,1,Gale-force
Clarified butter used in Indian cooking ,ghee,1,"Ghee: A type of clarified butter widely utilized in traditional Indian cuisine, known for its rich flavor and high smoke point, making it ideal for various cooking techniques such as frying and sautéing."
Cited ,quoted,3,Quoted directly from a source
Equipment ,kit,9,Utensils (when referring to kitchen equipment)
