CLUE,ANS,POS,FOUND IN
Lock openers ,keys,9,Bump keys
Famous person's signature,autograph,2,Abraham Lincoln (his autograph is celebrated due to his role as a president during a pivotal time in American history).
(Usually) fizzy drink ,lemonade,11,Lively lemonade
Tether,leash,17,Leashed (literal or figurative use)
Spread; improvise (jazz) ,jam,14,Jamming (improvised session of playing music)
Sea between Italy and former Yugoslavia ,adriatic,1,Adriatic Sea
Joint of the body ,shoulder,4,Shoulder joint
Seafood ,prawn,8,Prawns
Interval of quiet,lull,15,Tranquil lull
Ornament with slightly raised pattern,emboss,1,Embossed leather
Immediate ,instant,1,Instantaneous
Short-long metric foot ,iamb,1,"For ""short-long,"" we're referring to an iambic foot (an unstressed followed by a stressed syllable)"
