CLUE,ANS,POS,FOUND IN
Reproductive cells,ova,3,Ova (egg cells)
Making an effort ,trying,11,Trying hard
Adult swine ,hog,9,Hog (common term for an adult pig)
Flaming ,blazing,16,Blazing fire
"Sir John --, Victorian illustrator (Alice) ",tenniel,2,Sir John Tenniel – The original artist who illustrated Lewis Carroll’s ‘Alice in Wonderland.’
Latent ability,potential,15,"Ingenue (a naive but potentially resourceful character in literature, implying hidden depths)"
Furtiveness ,stealth,1,Stealthiness
"Informally, an eccentric or very strange person ",weirdo,9,Weirdo (slang)
Until we meet again (Italian) ,arrivederci,3,"Arrivederci per adesso (an informal goodbye, meaning ""see you later"" in Italian)"
Temple of all the gods ,pantheon,2,Pantheon - A term used for any temple dedicated to all gods or a collective body of deities from different religions.
(Make) a rattling noise ,clatter,3,Clattering
Church bench ,pew,2,Pew (standard seating in a church)
Strong cord ,rope,1,Braided rope
