CLUE,ANS,POS
Bloodsucker; early doctor ,leech,6
Roman Emperor notorious for vice and luxury ,nero,2
Supreme Being ,god,4
Wash with clean water,rinse,3
Get away ,escape,1
"Rudyard --, author ",kipling,1
Sorcerer ,magician,4
Thrilled ,excited,1
Casual shoes ,sneakers,1
Burrowing marsupial ,wombat,13
Of soldiers and warfare ,military,10
Whirlpool ,eddy,3
Naval asset ,warship,9
Straggly ,wispy,14
Lapwing-like bird ,plover,2
Came into sight ,appeared,2
Abundant in quantity ,copious,4
Small falcon ,merlin,3
Dramatic prince of Denmark ,hamlet,1
Sermons are preached from it ,pulpit,1
Vocalist ,singer,1
"Undamaged, not broken ",intact,1
Ocean ,sea,1
"Pablo -, Spanish painter/sculptor ",picasso,1
Small landmass ,islet,2
Picture-house,cinema,1
