CLUE,ANS,POS,FOUND IN
One serves at table ,waiter,17,Linen waiter
Long-winded ,prolix,1,Prolix or wordy discourse
The art of growing ornamental dwarfed plants ,bonsai,1,Bonsai cultivation
Tether,leash,7,Fixed leash
Tiredly ,wearily,16,Wearily overworked
Of figures ,numerical,1,Numerical representation
Of regions around the North Pole ,arctic,1,Arctic Circle
Chair of the monarch ,throne,2,Throne Liaison
100 years ,century,3,Century mark
Of little importance ,trivial,4,Trivial consequence
'More . . . . . less speed' ,haste,6,"Hastened travel, less swift development"
Fossilised resin ,amber,1,"Amber: fossilized tree resin, renowned for preserving prehistoric life forms"
Ornament with slightly raised pattern,emboss,1,Embossed
Immediate ,instant,1,Instantaneous
Short-long metric foot ,iamb,1,Iambic
