CLUE,ANS,POS
Neither animals nor vegetables ,minerals,1
Spike on plant ,thorn,1
Worn away by weather ,eroded,1
Go down ,descend,1
Man-made lake of stored water ,reservoir,1
Deceived ,duped,4
Indecent ,obscene,3
Practised for public performance,rehearsed,1
Large bivalve ,clam,2
Smoking accessory,lighter,1
Mass of something large,bulk,1
Deduce,infer,2
Its capital is Sofia ,bulgaria,1
Partially deaf,hard of hearing,6
One of the Seven Dwarfs,grumpy,2
Joint of a finger when the fist is closed ,knuckle,1
School furniture item ,desk,1
Dawn ,sunrise,5
