CLUE,ANS,POS,FOUND IN
Bring a baby off mother's milk ,wean,1,Weaned
The first man ,adam,16,Adam (in a biblical context as considered the first human created by God)
Hang around ,loiter,1,Loitering
Mischievous fairies ,elves,8,Capricious elves
State ,condition,18,Famine-stricken condition (if referring to a larger population context)
Style; refinement ,elegance,16,Effortless elegance
"About, here and there ",around,19,At random intervals around
Breaking waves ,surf,1,Crashing surf
Place of religious seclusion,cloister,6,Cloistered community
Illegal ,illicit,14,Illicit trade
Epic - legend ,saga,4,Sagacious
Pressure or emphasis ,stress,4,Stressed
Adhesive - muggy,sticky,1,Sticky atmosphere
Slender - refined,svelte,10,Svelte elegance
Part of a billiard table,pocket,12,Legal pocket
Representative; token ,symbolic,16,Symbolic figure
Nearer ,closer,1,Closer proximity
