CLUE,ANS,POS,FOUND IN
Soldier on guard ,sentry,2,Military sentry
Appropriate ,apt,5,"Well-suited: Fitting or apt for a particular person, purpose, or situation."
Provide goods or services for ,cater,7,Catering company employee
Regions at the top and bottom of the world ,polar,3,Tropic of Cancer and Antarctic Polar Cap (in terms of extreme climates)
Privilege ,right,1,Special right
Access ,entry,1,Entry point
River at Maidstone ,medway,3,Medway's flowing body
Decayed areas in teeth ,caries,2,Dental caries: The scientific term for cavities; refers to the process where enamel and dentin layers break down due to acid produced by oral bacteria.
Hating foreigners,xenophobic,3,Xenophobic (showing prejudice against outsiders)
Look up to ,admire,1,Admired figure or role model
In preference to ,above,12,Above average alternative
Largest Roman hippodrome ,circus maximus,1,"Circus Maximus: Located in Rome, the largest ancient Roman hippodrome served as a major public entertainment venue for chariot races and other spectacles"
Relativity scientist ,einstein,1,Einstein (Albert Einstein)
Cards taken in excess of the contract in Bridge ,overtrick,1,Overtricks
Disco light,strobe,2,Strobe-like effect
Common fund; game ,pool,7,Pool of funds
