CLUE,ANS,POS,FOUND IN
Forced off the tracks,derailed,6,Derailed journey
Armed conflict; lawsuit,action,11,Warring factions in lawsuit
Islands off Cornwall ,scilly,1,Isles of Scilly
US state ,iowa,14,"state celebrated for its fertile farmlands producing corn and soybeans, picturesque small towns with quaint downtown areas, rich agricultural heritage reflected in historic sites like the Pella Village Hall, cultural festivities including music and art events held across the state, and scenic riverside views along the Iowa Great Lakes."
Enunciation ,diction,8,Polished diction
Female deity,goddess,1,"Athena: Greek goddess associated with wisdom, courage, and strategic warfare."
Tanned hide ,leather,11,Leatherishly colored skin
Violent winds and rain ,storms,13,Hail and hailstorms (associated with violent weather)
Costed ,priced,7,Overpriced
Consequence caused by something else ,effect,1,"Direct result or effect stemming from a specific action, event, or situation"
"... of the fittest, natural selection ",survival,1,Survivalist
Clear savoury jelly ,aspic,2,Chicken aspic
High-ranking RC priest ,monsignor,15,"Monsignor (less common, but used for clerical prelates)"
Unpunctuality ,tardiness,11,Chronic tardiness
