CLUE,ANS,POS,FOUND IN
Golfer's support ,tee,2,Tees
Baldness ,alopecia,2,Androgenic Alopecia (common male-pattern and female-pattern hair loss)
Superman's world and a gas ,krypton,1,Kryptonite
Chocolate substitute ,carob,1,Carob powder
Portraying romanticised country life ,pastoral,1,Pastoral scene
Illumination ,light,4,Lighting
Bavarian town known for its passion play ,oberammergau,2,Oberammergau - Famous for its 40-year cycle passion plays depicting the life of Jesus Christ.
Change direction ,turn,4,Turnabout
Noted Norwegian playwright ,ibsen,1,Henrik Ibsen
Check on - large lizard,monitor,3,Monitoring monitor (common name 'monitor lizard')
"Fair City or Coronation Street, say ",soap opera,2,Irish soap opera
SI unit of electromotive force,volt,2,"Ampere (A) - The SI unit of electric current which, when flowing through a resistance, produces voltage according to Ohm’s law."
