CLUE,ANS,POS
Culinary herb ,thyme,3
One bringing charges ,accuser,1
Cymru ,wales,1
Showing lack of skill in handling delicate situations ,tactless,8
Dispute (a statement) ,challenge,1
"Feigns, dissembles ",pretends,7
One that eats everything ,omnivore,1
Painful heart condition ,angina,1
European river ,danube,1
Unchanging in pitch ,monotone,3
(Of voice) rough and harsh ,hoarse,8
Iran's capital ,tehran,1
Schmaltzy ,mawkish,7
Temporarily inactive ,dormant,1
Take out ,extract,1
"Put to death or carry out, say plan ",execute,1
Small peach-like fruit ,apricot,1
"Detested, loathed ",abhorred,3
Thick liquid that doesn't dissolve in water ,oil,1
Do away with ,abolish,7
Rare ,uncommon,1
Empty talk ,hot air,14
Sanskrit treatise on the art of love,kama sutra,1
Flat raised land ,plateau,1
Burial chamber ,tomb,1
Riding trousers ,breeches,4
Greek diva ,maria callas,1
Gun ,firearm,1
Moon feature ,crater,1
Rebirth in a new body ,reincarnation,6
Bring back into good condition ,rehabilitate,3
