CLUE,ANS,POS
Large wild American feline,puma,2
Storyline or piece of land ,plot,1
Hatred ,enmity,2
Social blunders ,gaffes,1
"Most domesticated, least wild ",tamest,1
The Three Wise Men ,magi,1
Flat piece of ceramic,tile,5
Art of designing and making clocks ,horology,1
Place for public Jewish worship ,synagogue,1
Part of shirt ,collar,1
Dug up ,disinterred,20
Farthest ,endmost,17
Entry into foreign country to conquer it ,invasion,2
Something that motivates ,incentive,18
Large wading bird ,ibis,6
Group of small boats ,flotilla,20
Crystalline carbohydrate ,sugar,1
Wind down ,relax,14
Complete set of genetic material of an organism ,genome,1
Gentle ,mild,1
