CLUE,ANS,POS
Russian revolutionary ,trotsky,2
Shorebird found on sniper pad ,sandpiper,2
Chocolate substitute ,carob,3
Complain; meat ,beef,1
Demolished ,razed,1
Portraying romanticised country life ,pastoral,9
Small tower above a building ,turret,12
They keep watch ,guards,1
Disgusting,repulsive,12
Bashed ,battered,19
Deadlock ,impasse,2
"Dry, parched ",arid,1
Boots and shoes ,footwear,1
Brought up ,raised,1
Judgment,verdict,2
Absolves,exonerates,1
Yellowish brown colour ,khaki,5
