CLUE,ANS,POS
One bringing in goods to country ,importer,3
Completely ,thoroughly,7
Conforming to the accepted beliefs of a religion ,orthodox,1
Artist's workplace,studio,1
Jolliest ,merriest,1
Holds dear or regards highly ,values,8
Amount left over ,excess,7
Native of London's East End ,cockney,1
Diminished,reduced,2
Ship's load ,cargo,1
Warplane ,fighter,2
Destructive insect,locust,3
"Fingers, toes and numbers",digits,1
Combat ,war,3
Biblical 'you' ,thou,2
Science of sound ,acoustics,1
Type of water lily ,lotus,2
"Distinguish, make out ",discern,7
De-sex ,neuter,4
Administrative body ,council,5
Takes without the owner's consent ,steals,1
Bare ,nude,5
French channel port ,calais,1
Everywhere ,far and wide,16
Purloin ,steal,2
To do with or like horses ,equine,1
