CLUE,ANS,POS
Small barrels as for beer ,kegs,1
Insect drawn to flame ,moth,1
Standard of perfection ,ideal,1
Good humour ,gaiety,7
Coniferous tree ,larch,7
Salt water expanse,ocean,1
Puts forward for consideration ,suggests,2
Uncontrollable muscle contractions ,spasms,1
Home made of blocks of snow ,igloo,1
Curative mineral spring ,spa,1
Creator of ceramics ,potter,2
Most sage and learned ,wisest,2
Short journey to carry a message ,errand,2
He's not involved - just observing ,onlooker,3
Falsehood ,untruth,5
