CLUE,ANS,POS
Object thrown in field sports ,discus,4
Uncommon ,rare,1
Discharge; give expression to,vent,4
They decide outcomes of contests ,judges,1
Patches I assembled to work from several sources ,pastiche,5
Friendly ,sociable,4
Ought to ,should,1
Glass container in the laboratory ,test tube,3
Wrecker ,saboteur,3
Food from milk curd ,cheese,1
Furthest extent ,limit,2
Horned dinosaur ,triceratops,1
Involving hard work ,laborious,1
Scrubland ,heath,3
The immaterial part of a person ,psyche,6
Intensely angry - dark bluish grey ,livid,2
South American pack animal ,llama,1
Polynesian garland ,lei,1
Gains points ,scores,2
Not occupied ,vacant,1
