CLUE,ANS,POS,FOUND IN
Moroccan stew cooked in a pot with a conical lid ,tagine,2,Tagine - This is not just the name for the pot used but also for the stew itself
"American state, capital Montgomery ",alabama,1,state with a capital named Montgomery is Alabama
Statement of transactions and costs ,account,1,Accounting ledger
Sermon or example ,lesson,3,"Parable - A simple story used to illustrate a moral or spiritual lesson, acting as an example."
Backs of legs ,calves,1,Calves (muscles on the back of your lower leg)
Tailless marsupial down under ,wombat,4,Wombat (tail is small in proportion to their body size)
'The once and future king' ,arthur,1,Arthurian legend
Movie ,film,3,"Reel (from ""reels,"" long pieces on which film was originally wound)"
Large water lily ,lotus,11,Herculean lotus (lotus being similar to water lilies in an ornamental sense; less accurate but a potential confusion point)
Vedic hymn ,mantra,5,Gayatri Mantra (one of the most sacred and revered hymns from Rigveda)
