CLUE,ANS,POS
Cylinder ,roll,9
Ravine ,gorge,1
"Apprise, notify ",inform,1
Muggy ,humid,1
Pay a casual visit unannounced ,drop in,1
"Drink, maybe philtre ",potion,3
Star sign ,virgo,6
"Horrified, shocked ",aghast,1
Tennis court feature ,net,1
Egyptian goddess ,isis,1
Interlaced link of hair strands ,braid,1
"Hurry, haste ",rush,1
"Atrocious, awful ",dreadful,5
"London area, centre of the UK diamond trade",hatton garden,15
Sudden apprehension and fear ,alarm,1
Wrongly understand ,misinterpret,1
Easy - without suffering ,painless,8
Thighbone ,femur,1
