CLUE,ANS,POS
Deferred payment ,credit,2
"Rubbish, nonsense ",tosh,6
Not present ,absent,1
Woody tropical grass ,bamboo,1
Goodbye ,adieu,2
Microscopic organisms ,bacteria,1
Wave rider ,surfer,1
Newt-like amphibian ,salamander,1
Absence of emotion or enthusiasm ,apathy,1
"Harry ......, famous American escapologist ",houdini,1
Mildly diverted or entertained ,amused,1
Entrust responsibility to an agent ,delegate,1
Common book size,octavo,5
Require ,need,2
TE Lawrence's milieu?,arabia,1
Person dying for a cause,martyr,1
Cowboys' contest ,rodeo,1
Lacking knowledge or awareness ,ignorant,1
Prejudice ,bias,2
Gift ,donation,3
String of beads ,necklace,1
Accumulated fragments from erosion - it rusted (anag),detritus,2
It's used in jam-making ,pectin,1
Period ,era,1
Indic language ,urdu,14
Certificate ,diploma,1
"Rural, countrified ",rustic,11
Turn off course,deviate,1
Study of human and animal behaviour ,psychology,1
Very small ,microscopic,2
Not paid at the scheduled time ,overdue,3
Fastener; propeller ,screw,2
Member of a Bantu people living in Zimbabwe ,shona,1
Repository for objects of historical interest ,museum,2
Withdraw former statement or belief ,recant,3
Annual ,yearly,1
"Another name for Dionysus, Greek god of drink ",bacchus,1
