CLUE,ANS,POS,FOUND IN
Adult male ,man,1,Gentleman
Papal court ,curia,1,Curia Romana (Roman Curia)
Grow mature like fruit ,ripen,6,Ripening
Opposite of light,dark,1,Darkness
Unpleasant child,brat,1,Bratty
Seawater ,brine,4,Brine (highly concentrated saltwater)
SW county town ,exeter,18,"Exeter - City and County Town, Devon, England"
Of the mind ,mental,2,Mentality
Mountain lake ,tarn,4,"Tarn - A small mountain lake, commonly formed when a cirque (a bowl-shaped depression) fills with water."
Large spoon ,ladle,2,Soup ladle
Militant Irish nationalist organisation,ira,2,Irish Republican Army (IRA)
Mexican monetary unit,peso,1,"Peso - The official currency of Mexico, subdivided into cents."
