CLUE,ANS,POS,FOUND IN
Slayer of the Minotaur ,theseus,2,Theseus (the hero who slew the minotaur in Greek mythology)
Temporary residence ,stay,1,"Evelyn Witts, I would approach this crossword clue by considering synonyms for a temporary place where one might live or stay when not at home"
Atomic number 85 ,astatine,18,"Astatine, the least known halogen (minuscule)"
The process of adding carbon dioxide to liquid under pressure ,aeration,13,Aeration method
Passage between seats ,aisle,1,Aisleway
Sound of a plane flying faster than the speed of sound ,sonic boom,5,Sonic boom creation
Setting for a scene ,backdrop,4,Backdrop (film or TV series setting)
Very tactful person ,diplomat,3,"Diplomatic - A synonym for a person who uses tact in their communication and actions, often found in political contexts."
Off-white ,cream,3,Creamy
Aiding ,helping,3,Helping hand
Welcome; cry (Scots) ,greet,2,Greeting
Rendezvous ,tryst,12,Tryst (secret lovers' meeting)
Causing laughter ,comic,4,Comical
Standards on which to base judgment ,criteria,4,Criteria (measures used to make a judgment)
