CLUE,ANS,POS
Locomotive ,engine,2
Mythical story ,legend,1
"Tremendous, gigantic ",enormous,2
Branch of linguistics concerned with meanings ,semantics,1
Synthetic fabric ,nylon,1
Designed to be therapeutic ,remedial,17
Answer ,reply,2
"Escargots, to the French ",snails,1
(Of a face) yellowish ,sallow,1
Commands ,orders,3
Protection from the rain ,umbrella,1
Cap ,lid,7
Male shop worker ,salesman,2
"Annoyed, bored ",fed up,15
One living at others' expense ,sponger,3
Maintain firmly ,insist,19
Showing forgiveness ,merciful,3
Zodiac sign - tumour ,cancer,2
Dominated by wife ,henpecked,1
Acquire ,obtain,1
Cancelled - played illegal card ,revoked,7
Stretch of time ,period,7
Wee ,tiny,5
Act as mediator ,conciliate,3
Feeling guilty ,ashamed,5
Established religious ceremony ,rite,4
"Caribbean country, capital Port-au-Prince ",haiti,1
