CLUE,ANS,POS
"Succeed, flourish ",prosper,3
Baseball player - bowl,pitcher,42
Warming alcoholic drink with sugar and spices ,mulled wine,42
Current affairs ,news,2
Traveller not driving ,passenger,2
Soft leather shoes originally worn by Native Americans ,moccasins,22
Taut or strained ,tense,13
Selection of small dishes served in Greek or Turkish cuisine,meze,2
F Scott Fitzgerald wrote ''The Great .....'' ,gatsby,2
"Animal fat used in candles, soap etc ",tallow,2
Military land force ,army,2
Austrian city where Mozart was born ,salzburg,2
Barren ,sterile,22
Ought to ,should,48
Long narrow range of hills ,ridge,2
Light resilient plastic made of polystyrene ,styrofoam,2
Acid - rancid,sour,45
Forearm bone ,ulna,3
Animal's lair ,den,2
