CLUE,ANS,POS
Towards (river's) source ,upstream,1
Always on the move ,restless,5
Sincerely,in good faith,8
Herring's smaller relative,sprat,4
Eaters of a meal ,diners,1
Snakelike fish ,eel,1
Name given to Elizabeth I ,gloriana,1
Declared to be untrue ,denied,4
Scribe ,writer,1
"Insubstantial, other-worldly",ethereal,4
Jewish republic ,israel,1
Cook in an oven ,bake,1
Slaughterhouse ,abattoir,3
"Animate, encourage",inspire,3
Devastate ,ravage,4
Item of footwear ,shoe,1
Magnify,enlarge,1
Chess piece and one of the clergy ,bishop,1
A mixture of rain and snow ,sleet,1
Big and roomy ,spacious,1
Pig's noise,oink,1
Dauntless,unafraid,10
"Fingers, toes and numbers ",digits,1
W.E. Johns hero,biggles,1
Part of the eye ,retina,3
Deep red gem stone ,garnet,2
