CLUE,ANS,POS,FOUND IN
Experience ,undergo,6,Undergoing
Former prime minister ,thatcher,1,Margaret Thatcher
Hands-on-hips ,akimbo,2,Posed with arms akimbo
Away ,absent,11,Absent-minded (when forgetting something important away from one's location)
Sprang up suddenly ,leaped,6,Leaped into action
Consume ,eat,1,Eating
Occurring in repeated series of events ,cyclic,1,Cyclical
Young eel ,elver,2,Elver (immature young eels)
University qualification,degree,1,Bachelor's Degree
Facilitate ,ease,10,Ease the process of obtaining
Brush gently - coup,stroke,1,Soft stroke
Courage ,heart,1,Bravehearted
