CLUE,ANS,POS,FOUND IN
Play music in the street ,busk,2,Busking tunes
"Equipment, clothing ",kit,14,Kit (referring to a set that includes clothing or accessories)
Ashen hue ,pallor,12,Ghostly pallor
Get down low ,crouch,7,Crouching form
Catch the breath ,gasp,1,Gasping for air
Magician ,wizard,8,Wizardry proponent
Fan out in ornamental water jet ,fountain,19,Majestic fountain (when used ornamentally)
Leave ,depart,1,Departing
Make stronger and hardier ,toughen,4,Toughened
Conforming to Islamic (dietary) laws,halal,1,Halal-certified
Oliver Goldsmith wrote 'The . . . . . of Wakefield' ,vicar,1,The Vicar of Wakefield
Pursue quarry ,hunt,2,Hunting down
Blank areas ,spaces,2,Missing squares (actual missing spaces on a crossword grid)
Whole and complete ,entire,1,Entirety
"Tear, rend ",rip,7,Rip open
