CLUE,ANS,POS,FOUND IN
What person?,who,1,"Penelope Wordsmith, an expert linguist, cognitive scientist, and crossword enthusiast, I am always intrigued by the diverse array of individuals who engage with language and puzzles in myriad ways across cultures and backgrounds"
Had the same opinion ,agreed,2,Agreed stance
Exotic flower ,orchid,1,Orchidaceae
It's distilled from molasses ,rum,5,White rum
Products of creativity ,art,8,Artistic endeavors
Mid-day ,noon,1,Afternoon
Lustre ,sheen,10,"Sheen: A soft, slightly reflective quality of light on a surface; a fine shine."
Gravelly courage ,grit,1,Gritty bravery
About-turn ,reversal,2,Complete reversal
Nursing officer ,matron,10,Matronly figure in healthcare setting
Wine merchant ,vintner,6,"Vintner - An English term equivalent to ""winemaker"" or someone involved in the production, marketing, and sale of wine"
