CLUE,ANS,POS
Group of fish ,shoal,3
Drawings showing how things work ,diagrams,1
Fast-moving stream ,torrent,1
Underground chapel ,crypt,1
Prolonged public dispute,controversy,10
In a happy mood ,cheerful,7
Pig meat ,pork,1
Bell tower ,belfry,2
"Arrogant pride, from the Greek ",hubris,1
Hold affectionately ,embrace,1
Universe ,cosmos,1
Magical or medicinal potion ,elixir,1
Continent ,asia,1
Picture ,photo,12
Wash ,bathe,8
Forgetful ,absent-minded,1
Unhurried and relaxed,laid-back,6
Wallpaper remover ,scraper,5
(Semi)enclosed area,precinct,10
Totalitarian Russian leader,stalin,1
Resolve; come down ,settle,2
