CLUE,ANS,POS,FOUND IN
Diminutive animal doctor ,vet,1,Veterinarian
Excessively instructive ,didactic,7,Didactic to a fault
Exclamation of pain - that hurt! ,ouch,3,Ouch!
Whimsical - amusing,droll,18,Delightful drollery
Sign up ,enrol,1,Enroll
Rotary energy converter,turbine,17,Hydroelectric turbine
War god - chocolate bar - spoils,mars,1,"Mars bar (as in the war god Mars, not the candy bar)"
Takes control without authority ,usurps,4,Usurps command without approval
Enfold ,wrap,3,Wrap around
Additional strengthening dose ,booster,19,Mental clarity booster
Motif of intertwined initials ,monogram,1,Monogrammed love
