CLUE,ANS,POS
Thin porridge ,gruel,3
Vagrant ,hobo,7
Aim - striker's target,goal,1
Not sorry,unapologetic,1
Conceited ,vain,9
Ceremonial dinners ,banquets,2
Medical treatment ,therapy,2
Piano-key ,ivory,3
Rage ,fury,2
Theft ,larceny,3
Soundless ,silent,2
Supposed loch monster ,nessie,1
Family member by marriage ,brother-in-law,2
Bold and daring ,audacious,5
Walk laboriously ,trudge,1
Group of items of the same kind ,set,3
Andalusian gypsy music ,flamenco,1
Licentious - dissolute ,immoral,7
Masticated ,chewed,1
"Break free, get away ",escape,1
"Attentive, watchful ",alert,2
Not defeated ,unbeaten,2
