CLUE,ANS,OUTPUT
Experience ,undergo,"['Firsthand', 'Direct experience', 'Personal encounter', 'Hands-on involvement', 'Immediate exposure', 'Living through it', 'In situ observation', 'Up close and personal', 'Unmediated experience', 'Life lessons learned', 'Empathetic understanding', 'Insider knowledge (metaphorically relating to gaining deep insight)', 'Skill acquired through doing', 'Practical learning', 'Real-world application', 'Unvarnished truth', 'Acquired wisdom', 'Raw experience', 'Enlightening journey']"
Former prime minister ,thatcher,"['Ex-PM', 'Previous PM', 'Outgoing Prime Minister', 'Retired Prime Minister', 'Past Prime Minister', 'Former Head of Government', 'Bygone Leader', 'Lapsed Prime Minister', 'Late Premier', 'Antiquated Chief Executive (less common)', 'Departed Chancellor (in some countries, not UK-specific)', 'Ex-Prime Ministerial figure', 'Once in the PM seat', 'Retired Prime Ministership holder', 'Former occupant of 10 Downing Street', 'Predecessor to current prime minister', 'Past incumbent of executive office (varies by country)', 'Ex-Chief Adviser (in some contexts, less specific than ""prime minister"")', 'Former Prime Ministerial role holder', 'Outgoing executive head']"
Conveyance for transport ,vehicle,"['Shipping', 'Hauling', 'Delivery service', 'Transportation company', 'Freight carrier', 'Logistics provider', 'Distribution network', 'Moving trucks', 'Cargo transporters', 'Over-the-road carriers', 'Truckload shippers', 'Bill of lading', 'Carrier agreement', 'Shipping manifest', 'Distribution hub', 'Courier services', 'Express delivery', 'Transport routes', 'Intermodal transportation', 'Trucking industry']"
Hands-on-hips ,akimbo,"['Defiant stance', 'Standing proud', 'Eagle pose', 'Stubborn posture', 'Headstrong position', 'Chest out (often associated with confidence)', 'Daredevil attitude', 'Skeptical pose', 'Fiery mood', 'Tough-minded stance', 'Haughty gesture (indirectly related)', 'Puffed chest appearance', 'Assertive body language', 'Overconfident demeanor', 'Body language indicating resistance', 'Cross-armed pose', 'Standoffish stance', 'Rigid body positioning', 'Puffed up chest (as a metaphor for pride)']"
Away ,absent,"['Distant', 'Remote', 'Far-flung', 'Off-site', 'Outlying', 'Disconnected', 'Separate', 'Unattainable', 'Isolated', 'Withdrawn', 'Detached', 'Migrant (in the context of being away from home)', 'Exiled', 'Estranged', 'Nomadic', 'Dislocated', 'Reclusive', 'Homeless (if not having a place to stay)', 'Wanderer', ""Outlandish (in the sense of being unfamiliar or distant from one's usual environment)""]"
Cosmetics applied to the face ,make-up,"['Mascara', 'Lipstick', 'Foundation', 'Blush', 'Eye shadow', 'Powder', 'Concealer', 'Bronzer', 'Highlighter', 'Contouring', 'Makeup', 'Face paint', 'Cosmetic cream', 'Foundation', 'Lipstick', 'Mascara', 'Eye shadow', 'Blush', 'Powder', 'Concealer', 'Bronzer', 'Highlighter', 'Face primer (not directly applied but used before cosmetics)', 'Facial spray (used to set makeup, indirectly related)', 'Cologne/perfume (not a direct application of cosmetic to the face but often associated with personal care)']"
Sprang up suddenly ,leaped,"['Emerged', 'Bolted', 'Burst forth', 'Erupting', 'Flashed into view', 'Sprung out of nowhere', 'Abruptly appeared', 'Suddenly surfaced', 'Unexpectedly erupted', 'Quickly rose']"
They need to be scratched ,itches,"['Itchy skin', 'Dry scalp', 'Persistent cravings', 'Uncomfortable sensation', 'Irritating itch', 'Scratchy fabric', 'Tartar buildup (dental context)', 'Gratified markings', 'Notches in a record', 'Signatures on documents', 'Grooved lines (e.g., on wood or metal surfaces)', 'Scratches on vinyl records', 'Scratched CDs/DVDs', 'Engraved initials', 'Scratched notebook pages', 'Textured artwork', 'Gouged surface', 'Grooved patterns (decorative design)', 'Marking a territory']"
Jurassic epoch; stone,lias,"['Fossiliferous', 'Stony-age', 'Lithified remains', 'Petrified wood', 'Trilobite deposits', 'Bone bed (from a specific era)', 'Amber inclusions (within stone, can be related to preserved organisms)', 'Mesozoic matrix', 'Ancient sedimentary rock', 'Jurasic clastic', 'Carbonate deposits (may include fossils)', 'Lagerstätte stones', 'Sediment layers (stratigraphy indicating age and environment)', ""Calcareous ooze (indirectly related to the Jurassic period's marine environments)"", 'Stony tablet (could contain carvings or imprints from that epoch)', 'Fossil-laden stone', 'Stone with preserved ichnofossils', 'Stratum of interest (from the Jurassic period)', 'Carbonate platform (can host fossils from this era)', 'Dinosaur tracks in stone']"
Top edges ,lips,"['Horizontal edge: Bottomless pit', 'Vertical edge: Crossroads', 'Horizontal edge: Fork in the road', 'Vertical edge: Dead end', 'Horizontal edge: Break of dawn', 'Vertical edge: Waterfall (metaphorically, representing change)', 'Horizontal edge: Edge of the Earth', 'Vertical edge: The limit', 'Horizontal edge: Bottom line', 'Vertical edge: Cutoff point', 'Horizontal edge: Ground zero', 'Vertical edge: Cross-section', 'Horizontal edge: Tip of the iceberg (metaphorically)', 'Vertical edge: Threshold', 'Horizontal edge: Pinnacle moment', 'Vertical edge: Decision point', 'Horizontal edge: Brinkmanship', 'Vertical edge: Edge case', 'Horizontal edge: Infinity (metaphorically)', 'Vertical edge: Apex (in context of a problem or challenge)']"
