CLUE,ANS,POS
Kill by piercing with a spear or sharp pole ,impale,3
Ethiopian capital ,addis ababa,1
Like no other ,unique,1
"Gas, O ",oxygen,1
Between Triassic and Cretaceous ,jurassic,1
Capture (slang) ,nab,7
Madness ,insanity,4
Latticework to support plants ,trellis,1
Relating to love ,romantic,2
Greek waters ,ionian sea,2
Room at the bottom ,basement,1
Tree trained to grow against wall,espalier,8
Examine (quickly) ,scan,3
Dairy product ,cheese,4
Concluding ,ending,3
Proposition not self-evident but proved by a chain of reasoning ,theorem,1
Male relative ,grandson,7
West African republic,niger,12
Head of abbey ,abbot,1
Divided skirt ,culottes,4
Material for pottery ,clay,1
Immeasurably bad ,abysmal,7
Treat cruelly ,oppress,6
Large ocean fish ,marlin,3
Ocean ,sea,1
Irish county and port ,limerick,3
Snare; carriage ,trap,1
Strong drive for success ,ambition,1
Having a common cultural tradition ,ethnic,4
Shiny fluid applied to the tips of one's digits ,nail varnish,17
