CLUE,ANS,POS
Arab ruler ,emir,3
Formal written work dealing with a particular subject ,treatise,2
Affirmative ,yes,3
Birdman's prison,alcatraz,42
Moneylender who charges excessive interest ,usurer,2
Card game with four players ,bridge,2
Mythical creatures that devour corpses ,ghouls,2
Greek god of wine and ecstasy ,dionysus,13
Wimbledon game ,tennis,3
Fire-raising crime ,arson,2
Overwhelming fear ,panic,6
The state of being alone ,solitude,4
Boiling water vapour,steam,2
Playwright ,dramatist,2
Carve a statue ,sculpt,2
Generally liked ,popular,8
Northern Ireland Protestant,orangeman,5
Affable ,genial,8
