CLUE,ANS,POS
Prisoner held as surety ,hostage,1
Tight group of like things,cluster,3
Likeness; statue ,image,3
Entire and complete ,intact,9
Persistently avoid ,shun,3
"Foretold, forecast ",predicted,1
"Choke, strangle",throttle,11
Saunters ,strolls,1
Rich soil ,loam,1
Conforming in every respect,corresponding,17
Sea bird ,fulmar,7
Cause to feel unhappy ,sadden,3
Deadly ,lethal,1
Seventh sign of zodiac ,libra,1
"Indira -, Indian PM ",gandhi,1
Measuring sticks ,rulers,1
Bored or discontented ,fed up,17
Close acquaintance ,friend,1
"Devilment, impishness ",mischief,1
Part of country surrounded by foreign territory,enclave,2
"Enormous, gigantic ",colossal,4
Imprison ,incarcerate,5
Fully developed ,mature,1
Interrogate ,quiz,7
In a similar way ,alike,5
Doubts; reconsideration ,second thoughts,14
Armed soldier (hist.) ,musketeer,4
Stop,cease,2
Expression of mild surprise (mainly US) ,gee,1
Highest points or tips ,apexes,17
Pull out - quotation ,extract,2
