CLUE,ANS,POS
Beautiful insect and swimming stroke ,butterfly,1
Cultivated plot of ground ,garden,1
Irish county - Lincolnshire market town,louth,16
Particular feature ,aspect,1
Waterway ,canal,3
Island country in the Persian Gulf ,bahrain,2
Type of savoury tart ,quiche,18
Head of US company - tried pens (anag) ,president,3
Vocalist ,singer,14
Job ,occupation,3
Perceive,notice,4
Ungenerous,stingy,10
Rainwater channel,gutter,9
Of dogs,canine,4
"Hat, for a country-and-western singer perhaps",stetson,12
Old Ford model - Italian island,capri,1
Abraham's wife (OT) ,sarah,1
Reasoning ,logic,2
Power of creative thought ,imagination,1
End of day ,sunset,2
