CLUE,ANS,POS,FOUND IN
Creatures from another planet ,aliens,10,"Xenomorph (specific to ""Aliens"" film franchise)"
"Maxim, self-evident truth ",axiom,5,Fundamental axiom
Muslim law ,sharia,1,Shariah
Map ,chart,8,Area charting
Meet expectations ,satisfy,2,Satisfying criteria
Specimen ,example,9,Dissection example
Asking God to look favourably on ,blessing,6,Precious Father's blessing asked
Fleet of armed ships ,armada,1,Naval armada
Canvas pavilion,marquee,10,Event marquee
Queasiness ,nausea,15,Pre-nausea feeling
Wreckage on sea ,flotsam,13,Flotsam and jetsam
Striking display ,spectacle,17,Grandiose spectacle
