CLUE,ANS,POS,FOUND IN
Arrow maker ,fletcher,15,Arrow-fletcher
Qualified - expert ,able,4,Knowledgeable
Desiccating ,drying,1,Drying out
Child - ankle-biter?,nipper,19,Little nipper
Book series by John Galsworthy ,the forsyte saga,21,"However, it seems like you are looking for more than just the Forsyte Saga"
"Of one from Warsaw, say ",polish,1,"Polish prince (e.g., Prince Vladislaus)"
Brigham Young state ,utah,9,Utah territory
Impose a penalty ,punish,11,Punishment
River flowing through Russia and Kazakhstan to the Caspian,ural,2,Ural River
Take small bites from ,nibble,2,Nibbles
