CLUE,ANS,POS,FOUND IN
Intoxicating liquour ,alcohol,1,Alcoholic beverage
His cave is on Staffa,fingal,2,Fingal (as in Fingal's Cave)
Delight ,enchant,6,Enchanted
Without delay,pronto,16,Pronto (slang for immediately)
Metal holding a gem ,setting,2,Setting (as in jewelry setting)
Relating to cookery ,culinary,9,"Mise en place – A French culinary phrase which means ""putting in place"" or ""everything in its place"""
Receive ,accept,4,"Accept (although not always a direct synonym of acquire, it can fit depending on context)"
Wheel rod ,axle,2,Axle - as in a central shaft for rotating wheels
At a later time or behind ,after,12,After hours
Coast ,shore,2,Shoreline
Line ,queue,14,Queue (in context of waiting in line)
Fashion ,trend,3,Trendsetting (could be shortened to 'Trends')
No longer in one's prime ,past it,11,Outdated (not just out of fashion but also implies something is past its best period)
Means of entry,access,4,Access Point
