CLUE,ANS,POS
Deed ,act,1
Lowest point ,nadir,4
Remember or summon back ,recall,1
Co-operative friend,ally,4
Happening without warning ,sudden,1
Novice ,neophyte,5
Not quite shut ,ajar,1
Someone repairs tall church structures,steeplejack,2
Imprecise ,inexact,4
Expose one's body in order to get a tan ,sunbathe,1
Time for finishing ,deadline,1
Scold or chide severely ,berate,3
Opening in the floor,trapdoor,5
Large animal ,elephant,1
Celestial body ,planet,2
The study of religion ,theology,2
