CLUE,ANS,POS
Cowboy film ,western,1
City on the Tigris,mosul,3
'Beauty is in the eye of the . . . . . . . .' ,beholder,1
Largest city in Nebraska ,omaha,1
Last or final in a process ,ultimate,3
Fermented honey drink ,mead,1
The present time ,today,7
Merchant ,dealer,2
Universal remedy ,panacea,1
One qualified to check accounts,auditor,5
Shape of a spring ,spiral,5
"Concurred, assented ",agreed,1
Large boiling pot,cauldron,2
Margin,edge,1
"Negligent, unconcerned",careless,6
Heraldic beast ,unicorn,4
Flightless birds,emus,6
Fifth of November ,bonfire night,2
