CLUE,ANS,POS
Pieces of broken glass ,shards,1
South African currency,rand,1
Young cow ,calf,1
Building for travellers ,hotel,8
"Differ, dissent",disagree,1
Person who jeers speaker from the crowd ,heckler,1
"Uninvolved, distant ",aloof,1
Striking with the foot ,kicking,1
Way of bearing one's body ,posture,1
Spud ,potato,1
Take too much food ,overeat,1
Pennine town in Greater Manchester ,rochdale,1
Legal enactment ,statute,2
Chrysler Building city,new york,1
Languished ,pined,20
Woman's garment,blouse,3
Gift (to charity) ,donation,1
"Examined, tried ",tested,6
"Keenness, avidness ",eagerness,2
