CLUE,ANS,POS,FOUND IN
Eating disorder ,anorexia,1,Anorexia nervosa
Immoderate eater,glutton,1,"Glutton - A person who overindulges in food or drink, often to excess."
Prefix meaning many ,multi,2,Multi-
Deep red ,crimson,1,"Crimson - A rich, deep shade of red with slight purple tones."
Speech impediment ,stutter,1,Stuttering - A speech disorder characterized by repeated and involuntary sound repetitions or prolongations.
Arab leader ,sheikh,6,"Sheikh (or Shiekh) - A title for an elder or leader of a tribe, clan, or religious group in Arab culture."
Lover of fine eating ,epicure,2,Epicurean
Do needlework ,sew,2,"Sewing - Joining, attaching or repairing by using a needle and thread."
Spigot ,tap,1,"Tap - A device for controlling the release of liquid from a confined space, such as a water pipe or container."
Slowly moving masses of ice ,glaciers,7,Cryosphere (the collective term for all the Earth's frozen water; includes glaciers and other forms of slow-moving ice masses)
Blockbuster,epic,3,Epic Films
Contributes further ,adds,6,Adds to
Velvety-leaved herb ,sage,2,"Sage - With its grayish foliage that feels soft to the touch, sage (Salvia officinalis) is an herb commonly used for culinary purposes and medicinal applications."
Agatha Christie's Belgian detective ,poirot,1,"Hercule Poirot - Although not Belgian, this character was created by Agatha Christie and is often associated with Belgium due to his nationality"
Imperial land measures,acres,3,"Square mile - A measure of area equal to one mile by one mile, or 640 acres."
Make (someone) used to (something) ,accustom,1,Accustomed
