CLUE,ANS,POS,FOUND IN
"Japanese dish, often cooked at table",sukiyaki,5,"Sukiyaki: A slow-simmered mixture of beef, vegetables, and tofu cooked in soy sauce and sugar served at room temperature or warm, usually shared from communal pots on the dining table."
Kind of small trout - burn it black ,char,7,"Charred troutlet, a playful and hypothetical diminutive term for an exceptionally tiny trout which can't practically exist (""troutlet"")."
Break loose - flight,escape,2,High-speed escape
Funfair ,carnival,3,Carnival atmosphere
Treeless Arctic region ,tundra,3,Icy tundra
Escape route ,egress,3,Egress line
Of the Middle Ages ,medieval,1,Medieval era
Tap (US) ,faucet,13,Hydrating water faucet
Problematic ,tricky,14,Tricky predicament
Rosemary perhaps ,herb,3,Aromatic herbaceousness
Indian city ,delhi,1,New Delhi
Female peer ,lady,6,Like-minded lady
Find - remnant of something,trace,1,Surviving trace
Sound of someone walking ,footfall,13,Prolonged footfall
